t,temp_c,clock_mhz,fps,throttled
279.5259442329407,60.1,1200.0,108.94196759482412,1
281.5386219024658,60.1,1200.0,113.3088495571842,1
283.54949831962585,60.1,1399.998,121.68406363491647,1
285.5546782016754,60.1,1200.0,105.23121191388148,1
287.56757378578186,60.1,1200.0,114.97768283141747,1
289.57429456710815,60.1,1400.0,118.39370524397766,1
291.5834803581238,60.7,1200.0,106.17146032551636,1
293.5927515029907,60.1,1200.0,94.0207327000495,1
295.60448718070984,60.1,1200.0,113.96101006371886,1
297.61119198799133,60.1,1200.0,115.95472014519089,1
299.61928153038025,60.1,1200.0,105.32141726836558,1
301.62591195106506,60.1,1200.0,95.53796616670714,1
303.6320514678955,60.7,1200.0,114.94930678094686,1
305.63981318473816,60.1,1200.0,110.52058733309813,1
307.6550621986389,60.1,1200.0,99.43218257783889,1
309.66474175453186,60.1,1400.0,117.65251236291193,1
311.6759614944458,60.1,1200.0,102.91357595716283,1
313.6832926273346,60.1,1400.0,115.51488507527546,1
315.6907193660736,60.1,1400.0,118.67590914640934,1
317.69981575012207,59.6,1200.0,102.97057759878513,1
319.70812368392944,60.1,1200.0,103.7189573049563,1
321.7159650325775,59.6,1200.0,113.24825671338917,1
323.7252449989319,60.7,1200.0,108.68578775728955,1
325.73320603370667,60.1,1200.0,108.10727831173958,1
327.74438643455505,60.1,1200.0,94.0699878830446,1
329.75390553474426,60.1,1400.0,115.88487255137369,1
331.7661175727844,60.1,1200.0,111.10940743312214,1
333.7768301963806,59.6,1200.0,100.52034355875807,1
335.7844924926758,60.1,1200.0,116.39001923056382,1
337.79678297042847,60.1,1200.002,102.09625042292224,1
339.80450987815857,60.1,1200.0,106.13398162821828,1
341.8183739185333,60.1,1200.0,100.70268318291566,1
343.8260085582733,60.1,1200.0,98.05558712412162,1
345.8333959579468,60.1,1200.0,95.03110843293692,1
347.84353590011597,60.1,1200.0,81.34424289802563,1
349.8505063056946,60.1,1200.0,101.03482902932849,1
351.86364006996155,60.1,1200.0,86.80160728807019,1
353.8778474330902,60.1,1200.0,92.24243858749963,1
355.8872413635254,60.1,1200.0,82.02966323866144,1
357.8937199115753,60.1,1400.0,113.28747682835366,1
359.90013217926025,60.1,1200.0,101.60913303486541,1
361.90707421302795,60.1,1200.0,96.7660683203418,1
363.9149169921875,60.1,1200.0,97.55493196296916,1
365.9225194454193,60.7,1200.0,94.6456943167546,1
367.9308145046234,60.1,1200.0,90.82323817906854,1
369.94450330734253,60.7,1200.0,99.11383312948816,1
371.95562410354614,60.1,1200.0,103.83918384067485,1
373.96789717674255,60.1,1200.0,107.3304324063518,1
375.9795181751251,60.1,1200.0,116.0530362377302,1
377.99062848091125,59.1,1400.0,132.70718544450105,1
379.99830412864685,59.6,1200.0,115.87270687918978,1
382.0081624984741,60.7,1200.0,116.24426407212692,1
384.0222752094269,60.1,1200.0,116.11201697829088,1
386.0362083911896,59.6,1200.0,105.91049398261094,1
388.05099606513977,60.1,1200.0,90.19524474407595,1
390.0637700557709,60.1,1200.0,108.37132741762362,1
392.06961965560913,60.7,1200.0,98.36471610390011,1
394.0821876525879,60.1,1200.0,102.95049954667681,1
396.09520864486694,60.1,1200.0,116.9902891042209,1
398.1063244342804,60.1,1200.0,110.46435458823402,1
400.11654472351074,60.7,1200.0,120.25620825602513,1
402.125271320343,60.7,1200.0,117.74866899761604,1
404.13765931129456,60.1,1200.0,127.44105373251185,1
406.1505799293518,60.7,1200.0,115.7699244096042,1
408.1644561290741,60.7,1200.0,121.45385117981716,1
410.178724527359,60.1,1200.0,112.99376297001004,1
412.19132828712463,60.7,1200.0,94.4215021180348,1
414.2015428543091,60.7,1200.0,103.7158161746326,1
416.2102129459381,60.7,1200.0,100.09559128936034,1
418.22120213508606,61.2,1200.0,107.88805147444815,1
420.22901582717896,61.2,1200.0,106.47945590635328,1
422.23755836486816,61.2,1200.0,108.76774627364894,1
424.2493054866791,60.7,1200.0,100.82077182159183,1
426.25501012802124,60.1,1200.0,91.16639562833043,1
428.26154589653015,60.7,1200.0,101.68972735464018,1
430.2741210460663,60.7,1200.0,105.1977581099968,1
432.28504633903503,60.7,1200.0,111.4886612683172,1
434.2920072078705,60.1,1200.0,101.69086485633792,1
436.3012011051178,60.1,1200.0,111.74030837152739,1
438.3124032020569,60.7,1200.0,107.35593182868526,1
440.3179852962494,60.1,1200.0,96.44385467942988,1
442.3267755508423,60.7,1200.0,109.20331702870637,1
444.3372621536255,60.7,1200.0,97.76908545436683,1
446.34964990615845,60.1,1200.0,110.03116742834227,1
448.35692024230957,61.2,1200.0,106.86099980681794,1
450.36413979530334,60.1,1200.0,111.20624187247864,1
452.3731164932251,60.7,1200.0,98.80639893880789,1
454.3791506290436,60.1,1200.0,109.28243948144619,1
456.38606429100037,61.2,1200.0,116.6517041421622,1
458.39266300201416,60.7,1200.0,106.69645062489438,1
460.4007885456085,61.2,1200.0,115.34926083702726,1
462.41018295288086,61.2,1200.0,111.11787695502838,1
464.42091178894043,60.1,1200.0,123.69605800526323,1
466.4335126876831,61.2,1200.0,112.77433202167282,1
468.448935508728,60.7,1200.0,103.06471165298439,1
470.4622690677643,60.7,1200.0,113.94769983012915,1
472.47414541244507,60.7,1200.0,127.47656693888365,1
474.4805021286011,60.7,1200.0,104.55063978259481,1
476.4902672767639,61.2,1200.0,114.38490887938926,1
478.4978938102722,60.7,1200.0,104.13358255960223,1
480.50836753845215,61.2,1200.0,107.75826072129291,1
482.51618456840515,61.2,1200.0,105.14882238563223,1
484.5248589515686,60.7,1200.0,90.37967961134133,1
486.5378665924072,61.2,1200.0,113.21529280468258,1
488.54390144348145,61.2,1200.0,109.32015544375245,1
490.5517244338989,61.2,1200.0,110.81071557409034,1
492.5595691204071,60.1,1200.0,110.59423054183428,1
494.5679774284363,61.2,1200.0,106.28401021896751,1
496.5749354362488,60.7,1200.0,105.1662610231209,1
498.5853052139282,61.2,1200.0,106.80516590996933,1
500.5989348888397,61.2,1200.0,99.31080288969422,1
502.60740065574646,61.2,1200.0,94.15061971332455,1
504.6165566444397,61.2,1200.0,96.5861434427494,1
506.6273818016052,61.2,1200.0,99.52409567952398,1
508.64014768600464,61.8,1200.0,106.84792633789252,1
510.64672803878784,61.2,1200.0,97.73224063450627,1
512.656834602356,61.2,1200.0,107.31109411083595,1
514.6629319190979,61.2,1200.0,105.37241244832727,1
516.6745362281799,60.7,1200.0,100.84973973732502,1
518.6819138526917,61.8,1200.0,100.26304008639889,1
520.6897325515747,61.8,1200.0,104.30748176659327,1
522.7029137611389,61.2,1200.0,98.62626435157406,1
524.7128441333771,61.2,1200.0,93.8556286442471,1
526.7233965396881,61.8,1200.0,115.82080991909845,1
528.7316370010376,61.2,1200.0,108.4075825892809,1
530.7439050674438,61.8,1200.0,108.32799637383054,1
532.7515919208527,61.2,1200.0,107.13482585632548,1
534.763521194458,61.2,1200.0,113.32283283999587,1
536.7722935676575,61.8,1200.0,111.47152331747256,1
538.7846667766571,61.2,1200.0,117.5683848265271,1
540.792370557785,61.2,1200.0,116.80379042342562,1
542.8058180809021,62.3,1200.0,116.78454314594647,1
544.813583612442,61.2,1200.0,115.68684727355993,1
546.8276369571686,61.2,1200.0,122.01234472093934,1
548.8409266471863,61.2,1200.0,112.7726405454901,1
550.8509719371796,61.8,1200.0,125.8763036221646,1
552.8647727966309,62.3,1200.0,109.7984703983264,1
554.8789989948273,61.8,1200.0,116.6897906938422,1
556.886579990387,62.3,1200.0,105.06712475907288,1
558.8964033126831,61.8,1200.0,104.91265025247382,1
560.9079682826996,61.2,1200.0,101.01441708124156,1
562.9181578159332,62.3,1200.0,99.50522024344552,1
564.9308161735535,61.8,1200.0,96.53417222760105,1
566.938558101654,61.2,1200.0,96.32059191720894,1
568.9513697624207,61.8,1200.0,97.31888420450936,1
570.9653384685516,61.2,1200.0,104.68988709310868,1
572.9804880619049,61.8,1200.0,114.38773507307232,1
574.9902582168579,61.2,1200.0,118.58463076826382,1
577.0031969547272,61.8,1200.0,118.13516553072114,1
579.0087912082672,61.8,1200.0,119.99703847341499,1
581.0222804546356,61.8,1200.0,116.5765568733519,1
583.03617811203,62.3,1200.0,113.3463643867707,1
585.047767162323,62.3,1200.0,99.39357988986852,1
587.0554521083832,61.8,1200.0,115.56612086756708,1
589.0636146068573,62.3,1200.0,118.36651837438234,1
591.0789287090302,61.2,1200.0,103.66261798414756,1
593.0895562171936,61.8,1200.0,108.16053965960853,1
595.0973529815674,62.3,1200.0,112.20691133963668,1
597.1083257198334,62.3,1200.0,107.21712797889212,1
599.1213979721069,61.8,1200.0,106.47630407164098,1
601.1334619522095,62.3,1200.0,95.06436285071169,1
603.1450626850128,62.3,1200.0,107.75780786215755,1
605.1523311138153,62.3,1199.998,105.06471829058839,1
607.1637830734253,61.8,1200.0,102.2925394769447,1
609.1723408699036,62.3,1200.0,98.36129105453651,1
611.1850073337555,62.3,1200.0,113.26325131911017,1
613.1939425468445,61.8,1200.0,110.67392451506771,1
615.2011342048645,61.2,1200.0,114.7194982071197,1
617.2087869644165,61.8,1200.0,127.83210429249714,1
619.2233688831329,62.3,1200.0,127.99814863573089,1
621.2364084720612,62.3,1200.0,123.25214591219664,1
623.2496960163116,61.2,1200.0,106.54676604003788,1
625.2640421390533,61.8,1200.0,106.24937578399026,1
627.275970697403,61.2,1200.0,111.85916304839027,1
629.2860128879547,62.3,1200.0,112.82849876331218,1
631.2999045848846,62.3,1200.0,104.46779508486837,1
633.306184053421,62.3,1200.0,112.47715870097743,1
635.3132410049438,62.3,1200.0,114.35768774708919,1
637.326872587204,61.8,1200.0,108.94330873445426,1
639.3403544425964,62.3,1200.0,112.61871279355701,1
641.3530032634735,61.8,1200.0,97.79441326015099,1
643.3651595115662,61.8,1200.0,101.60198904180663,1
645.3762512207031,62.3,1200.0,99.98525217563119,1
647.384072303772,62.3,1200.0,113.30579398195663,1
649.3969299793243,62.3,1200.0,104.75047598633326,1
651.4101595878601,62.3,1200.0,106.5326571069112,1
653.4218313694,61.8,1200.0,109.30422721998846,1
655.4347264766693,62.3,1200.0,106.16671486756543,1
657.4400494098663,62.3,1200.0,99.58253011696854,1
659.4501793384552,62.3,1200.0,97.93775409391324,1
661.4627552032471,62.3,1200.0,103.2403107162133,1
663.47647356987,62.3,1200.0,106.80618117282667,1
665.4844505786896,62.3,1200.0,110.22930119732948,1
667.4986679553986,62.3,1200.0,108.45831708271122,1
669.5092723369598,62.3,1200.0,125.32071136586657,1
671.5195844173431,62.3,1200.0,106.04029934390925,1
673.5330953598022,62.3,1200.0,118.31026440995318,1
675.5386183261871,62.3,1200.0,116.35973683057206,1
677.5514755249023,62.3,1200.0,117.56761078174588,1
679.5594913959503,62.3,1200.0,112.15377988046296,1
681.5666670799255,62.3,1200.0,106.8341141830067,1
683.5795333385468,62.3,1200.0,113.88607179119897,1
685.5857994556427,62.3,1200.0,106.47044306027762,1
687.5978980064392,62.3,1200.0,108.72428684196076,1
689.6041030883789,62.3,1200.0,102.90706277911362,1
691.6183526515961,62.3,1200.0,101.86581501384194,1
693.6266622543335,62.3,1200.0,107.70127672418486,1
695.6377382278442,62.3,1200.0,113.97311533736098,1
697.649069070816,62.3,1200.0,114.9183034286276,1
699.6559398174286,62.8,1200.0,101.99106966227691,1
701.6670534610748,62.3,1200.0,100.98830181767377,1
703.677139043808,62.3,1200.0,103.58971511574069,1
705.6893966197968,62.3,1200.0,113.43804042529574,1
707.6970992088318,62.3,1200.0,113.91602748498515,1
709.7035491466522,62.3,1200.0,103.12466710001179,1
711.7179110050201,62.8,1200.0,106.24928547358327,1
713.7288594245911,62.3,1200.0,105.62372393245401,1
715.7419149875641,62.3,1200.0,106.27514337048348,1
717.7514491081238,62.3,1200.0,106.79125076345251,1
719.7629146575928,62.3,1200.0,108.07910785359668,1
721.7723202705383,62.3,1200.0,107.94835621075005,1
723.7808403968811,62.3,1200.0,112.38547498606904,1
725.7943022251129,62.3,1200.0,119.93201773420458,1
727.8102869987488,62.8,1200.0,127.4188396156851,1
729.8218636512756,62.3,1200.0,106.16696283697323,1
731.8302462100983,62.8,1200.0,111.97768150429873,1
733.8395776748657,62.8,1200.0,113.22042011904153,1
735.8524127006531,62.3,1200.0,113.9899786850392,1
737.8594381809235,62.3,1200.0,111.93524053811464,1
739.8706641197205,62.8,1200.0,110.08819605731662,1
741.878256559372,62.8,1200.0,113.14669559614212,1
743.8840672969818,62.8,1200.0,113.09776125215213,1
745.8925292491913,62.8,1200.0,72.48065400708128,1
747.8987472057343,62.3,1200.0,86.65446687336305,1
749.9079184532166,62.8,1200.0,102.30464748492442,1
751.9148192405701,63.4,1200.0,83.7464545938076,1
753.9234349727631,62.3,1200.0,92.05907615044971,1
755.932030916214,62.3,1200.0,98.22115593330955,1
757.9410562515259,62.8,1200.0,106.77375932298587,1
759.9486982822418,62.3,1200.0,105.30394931887943,1
761.9641890525818,62.3,1200.0,98.36739632319691,1
763.9730212688446,62.8,1200.0,98.99867787244668,1
765.9874651432037,62.3,1200.0,101.84984786169714,1
767.9982399940491,62.3,1200.0,105.78835811772365,1
770.010332107544,62.8,1200.0,104.63882757592695,1
772.0191023349762,62.8,1200.0,109.49850233491664,1
774.0285823345184,62.8,1200.0,108.6571025235433,1
776.0348038673401,62.3,1200.0,95.68462348110633,1
778.0413813591003,62.3,1200.0,101.17110613945579,1
780.0484664440155,62.8,1200.0,102.2495514830985,1
782.0564408302307,63.4,1200.0,109.85424429076696,1
784.0702259540558,63.4,1200.0,97.49992638825647,1
786.0804607868195,62.8,1200.0,94.11318277216049,1
788.0910012722015,62.8,1200.0,100.28468817205952,1
790.1026558876038,62.8,1200.0,106.42930943995096,1
792.1099002361298,63.4,1200.0,91.32840452132902,1
794.1172740459442,62.8,1200.0,112.77480259084614,1
796.131593465805,62.8,1200.0,98.04662685865115,1
798.1377985477448,63.4,1200.0,103.55046588941563,1
800.147088766098,62.8,1200.0,110.02331063919267,1
802.1544122695923,63.4,1200.0,104.52782117682942,1
804.1635646820068,63.4,1200.0,110.85841551206394,1
806.1781821250916,62.8,1200.0,93.97591810667558,1
808.1905755996704,62.8,1200.0,108.06011773307435,1
810.2045137882233,62.8,1200.0,105.24521081626872,1
812.2167024612427,62.8,1200.0,101.7065132445076,1
814.2253270149231,63.4,1200.0,109.72306556565263,1
816.2352330684662,63.4,1200.0,115.82105137885354,1
818.2465772628784,62.8,1200.0,113.11807717380182,1
820.2562596797943,62.8,1200.0,114.61128893713213,1
822.2648456096649,62.3,1200.0,123.33736605487078,1
824.2723445892334,62.3,1200.0,102.40209719542212,1
826.2806942462921,62.8,1200.0,105.04110100738448,1
828.2886598110199,62.3,1200.0,80.96960781433933,1
830.3010869026184,63.4,1200.0,113.37791352959914,1
832.3080995082855,62.8,1200.0,108.51037071537947,1
834.3212513923645,62.8,1200.0,107.30294163503605,1
836.3266227245331,63.9,1200.0,106.31486934638401,1
838.3411288261414,63.4,1200.0,105.76090209813087,1
840.3529493808746,62.8,1200.0,124.20086061240893,1
842.3587963581085,62.8,1200.0,105.66674926241734,1
844.3714158535004,63.4,1200.0,125.96036909047038,1
846.3848943710327,62.3,1200.0,117.37543825134892,1
848.3962349891663,63.4,1200.0,129.99206918405542,1
850.4098310470581,63.9,1200.0,104.00526349842634,1
852.4346208572388,63.4,1200.0,77.2170481651124,1
854.4513909816742,63.4,1200.0,89.58857165152199,1
856.465324640274,63.9,1200.0,72.01644164119023,1
858.478601694107,64.5,1200.0,69.3327513078464,1
860.6172111034393,64.5,1200.0,120.85304849460258,1
862.6243028640747,64.5,1200.0,114.58914634522966,1
864.6378800868988,63.4,1200.0,99.72014538473512,1
866.668045759201,65.0,1200.0,77.11067533277212,1
868.7282633781433,65.5,1200.0,62.58256204489557,1
871.4715573787689,64.5,1200.0,1.5712185271200507,1
873.4891414642334,65.0,1200.0,60.05529891906136,1
875.5030336380005,64.5,1200.0,89.36719802090923,1
877.525985956192,65.5,1200.0,61.54486220398972,1
879.5377261638641,65.0,1200.0,107.77723781378417,1
881.5498099327087,65.0,1200.0,94.4603536672629,1
883.5553619861603,64.5,1200.0,85.96752147058183,1
885.5710833072662,64.5,1200.0,81.51519797880151,1
887.5866854190826,64.5,1200.0,80.29909163301018,1
889.5992603302002,64.5,1200.0,52.42500786117762,1
891.6269679069519,65.0,1200.0,29.307229267020446,1
893.6532406806946,65.0,1200.0,75.47057602275561,1
895.7002680301666,65.0,1200.0,24.54635934657247,1
897.7871866226196,65.0,1200.0,12.384992648642772,1
899.8110821247101,65.5,1200.0,47.82280007480619,1
