frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
68,2.3071,histogram,pid,0,1,0,0.075,156.6176,6.2528,306.9824,-3.3824,-3.7045,-0.1492,STOP,-0.0846,-0.0699,0.0052,0.0,0.0,24.5573,33.1468,30.1688,0.4321,1.717,0.4054,1.2463,0.0618,5.094,0.2013,0.0
69,2.3239,histogram,pid,0,1,0,0.075,156.6176,6.2528,306.9824,-3.3824,-3.6079,-0.1514,STOP,-0.0846,-0.0705,0.0036,0.0,0.0,41.399,18.2122,54.9082,0.4285,1.0866,0.4265,1.5188,0.0604,4.1649,0.1591,0.0
70,2.3563,histogram,pid,0,1,0,0.0764,156.5699,6.1573,306.9824,-3.4301,-3.5545,-0.1553,STOP,-0.0858,-0.071,0.0014,0.0,0.0,26.4754,15.8114,63.2455,0.4454,1.1282,0.4637,1.4636,0.0567,5.2161,0.1818,10.2284
71,2.3736,histogram,pid,0,1,0,0.0708,156.1306,6.4912,305.7701,-3.8694,-3.649,-0.1729,STOP,-0.0967,-0.0721,-0.0041,0.0,0.0,17.5423,32.6533,30.6248,0.4261,1.0401,0.3867,2.3262,0.0533,4.5616,0.1446,0.0
72,2.3934,histogram,pid,0,1,0,0.0708,156.1306,6.4912,305.7701,-3.8694,-3.7151,-0.1724,STOP,-0.0967,-0.0728,-0.0028,0.0,0.0,37.3975,17.8669,55.9695,0.8024,3.273,0.5794,1.5608,0.0791,4.437,0.1702,0.0
73,2.4245,histogram,pid,0,1,0,0.075,156.6261,6.2698,306.9824,-3.3739,-3.6128,-0.1501,STOP,-0.0843,-0.0734,0.0077,0.0,0.0,27.4472,19.218,52.0345,0.4356,1.1736,0.5276,1.4199,0.061,4.1628,0.1472,11.0892
74,2.4408,histogram,pid,0,1,0,0.0764,156.6519,6.3213,306.9824,-3.3481,-3.5334,-0.1524,STOP,-0.0837,-0.0744,0.0057,0.0,0.0,25.3504,30.719,32.5532,0.4467,1.0551,0.3898,1.3599,0.0643,4.9226,0.1396,0.0
75,2.4568,histogram,pid,0,1,0,0.0764,156.6519,6.3213,306.9824,-3.3481,-3.4778,-0.1546,STOP,-0.0837,-0.0749,0.004,0.0,0.0,41.3404,16.5521,60.4153,0.438,1.1306,0.4841,1.35,0.0573,4.1761,0.1546,0.0
76,2.4897,histogram,pid,0,1,0,0.0708,156.7113,6.4402,306.9824,-3.2887,-3.4211,-0.1534,STOP,-0.0822,-0.0754,0.0042,0.0,0.0,30.7416,15.951,62.6921,0.4412,1.1279,0.4233,2.157,0.0577,4.4921,0.1512,10.5889
77,2.5083,histogram,pid,0,1,0,0.0681,156.7285,6.4714,306.9856,-3.2715,-3.3762,-0.1551,STOP,-0.0818,-0.0764,0.0031,0.0,0.0,30.7487,33.4882,29.8612,0.4511,1.3835,0.4561,1.3657,0.0847,5.9148,0.1933,0.0
78,2.5253,histogram,pid,0,1,0,0.0681,156.7285,6.4714,306.9856,-3.2715,-3.3448,-0.1566,STOP,-0.0818,-0.077,0.0022,0.0,0.0,47.7446,18.9542,52.7587,0.4376,1.0416,0.4907,1.4189,0.0749,4.2733,0.214,0.0
79,2.5582,histogram,pid,0,1,0,0.0708,156.5982,6.2238,306.9726,-3.4018,-3.3619,-0.164,STOP,-0.085,-0.0775,-0.0014,0.0,0.0,32.9598,16.5396,60.4609,1.3268,2.3126,0.4351,1.6092,0.0621,4.1768,0.1444,8.8739
80,2.5748,histogram,pid,0,1,0,0.0694,156.1255,6.481,305.7701,-3.8745,-3.5157,-0.182,STOP,-0.0969,-0.0787,-0.0064,0.0,0.0,38.4996,32.7488,30.5355,0.4717,1.0665,0.3859,1.7377,0.0524,4.2225,0.1571,0.0
81,2.5952,histogram,pid,0,1,0,0.0764,156.6187,6.2549,306.9824,-3.3813,-3.4754,-0.1571,STOP,-0.0845,-0.0792,0.0067,0.0,0.0,30.3496,16.5402,60.4586,0.4551,1.1497,0.4542,5.0437,0.0531,4.6938,0.1907,0.0
82,2.624,histogram,pid,0,1,0,0.0764,156.6187,6.2549,306.9824,-3.3813,-3.4472,-0.1597,STOP,-0.0845,-0.0799,0.0047,0.0,0.0,45.9758,20.4535,48.8913,0.4439,1.0405,0.4135,1.252,0.0497,3.7303,0.1964,9.2786
83,2.6409,histogram,pid,0,1,0,0.0806,156.629,6.2724,306.9856,-3.371,-3.4243,-0.1617,STOP,-0.0843,-0.0808,0.0034,0.0,0.0,38.1517,29.6741,33.6995,0.4766,1.0323,0.515,1.1131,0.0745,4.2144,0.171,0.0
84,2.6599,histogram,pid,0,1,0,0.0681,156.7148,6.4472,306.9824,-3.2852,-3.3826,-0.159,STOP,-0.0821,-0.0813,0.0044,0.0,0.0,30.149,15.6613,63.8516,0.4308,0.685,0.4102,4.1046,0.0604,5.0769,0.16,0.0
85,2.6912,histogram,pid,0,1,0,0.0681,156.7148,6.4472,306.9824,-3.2852,-3.3534,-0.1609,STOP,-0.0821,-0.0819,0.0031,0.0,0.0,46.5091,19.8378,50.4089,0.4191,1.0622,0.3925,1.3263,0.0524,4.0321,0.1718,9.1144
86,2.7077,histogram,pid,0,1,0,0.0722,156.1194,6.4688,305.7701,-3.8806,-3.5115,-0.1851,STOP,-0.097,-0.083,-0.0051,0.0,0.0,45.4535,30.8896,32.3734,0.4388,1.0155,0.387,1.5786,0.0616,4.4237,0.15,0.0
87,2.7245,histogram,pid,0,1,0,0.0681,156.7159,6.4495,306.9824,-3.2841,-3.4433,-0.1554,STOP,-0.0821,-0.0835,0.0103,0.0,0.0,30.9474,16.2093,61.6931,0.4346,1.0589,0.4335,1.3005,0.057,5.1352,0.1628,0.0
88,2.7578,histogram,pid,0,1,0,0.0681,156.7159,6.4495,306.9824,-3.2841,-3.3955,-0.159,STOP,-0.0821,-0.0841,0.0072,0.0,0.0,48.069,17.8678,55.9667,0.5289,0.8107,0.4211,1.0491,0.0591,4.7379,0.2729,10.4555
89,2.7733,histogram,pid,0,1,0,0.0681,156.6669,6.3513,306.9824,-3.3331,-3.3768,-0.164,STOP,-0.0833,-0.0851,0.0045,0.0,0.0,44.3297,32.2999,30.9599,0.4597,1.1598,0.4249,1.1365,0.051,3.7051,0.1405,0.0
90,2.79,histogram,pid,0,1,0,0.0708,156.6686,6.3547,306.9824,-3.3314,-3.3632,-0.1657,STOP,-0.0833,-0.0856,0.0032,0.0,0.0,31.5552,15.5659,64.243,0.4449,1.4901,0.4389,1.0372,0.0667,4.7208,0.1777,0.0
91,2.8212,histogram,pid,0,1,0,0.0708,156.6686,6.3547,306.9824,-3.3314,-3.3537,-0.1672,STOP,-0.0833,-0.0861,0.0022,0.0,0.0,49.2607,16.8708,59.274,0.4333,2.6458,0.448,1.3175,0.0544,4.1678,0.1846,9.6384
92,2.8378,histogram,pid,0,1,0,0.0722,156.6737,6.3649,306.9824,-3.3263,-3.3455,-0.1687,STOP,-0.0832,-0.0871,0.0016,0.0,0.0,41.1939,31.9347,31.3139,0.4406,1.1928,0.4245,1.2807,0.0514,3.8443,0.1886,0.0
