frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
23,1.7078,histogram,pid,0,1,0,1.0,154.5674,12.4473,296.6874,-5.4326,-6.4598,-0.2133,STOP,-0.1358,-0.0816,0.0041,0.0,0.0,22.3799,63.088,15.8509,0.4972,1.0603,0.4015,1.0158,0.0509,4.7595,0.155,0.0
24,1.7238,histogram,pid,0,1,0,1.0,154.5674,12.4473,296.6874,-5.4326,-6.1516,-0.2154,STOP,-0.1358,-0.0825,0.0029,0.0,0.0,38.3255,16.3748,61.0694,0.4397,1.0703,0.394,1.02,0.0516,4.4117,0.1417,0.0
25,1.7861,histogram,pid,0,1,0,1.0,153.7954,12.4473,295.1436,-6.2046,-6.1675,-0.2555,STOP,-0.1551,-0.0833,-0.017,0.0,0.0,24.5968,15.1856,65.852,0.436,1.013,0.4344,1.0427,0.0519,4.7716,0.1581,37.1128
26,1.8031,histogram,pid,0,1,0,1.0,152.9223,12.4473,293.3973,-7.0777,-6.4406,-0.2816,STOP,-0.1769,-0.0875,-0.0172,0.0,0.0,55.2337,62.4903,16.0025,0.6759,1.049,0.3854,1.2026,0.051,5.6017,0.1694,0.0
27,1.8194,histogram,pid,0,1,0,1.0,153.8345,12.4473,295.2218,-6.1655,-6.358,-0.2346,STOP,-0.1541,-0.0885,0.008,0.0,0.0,25.7113,17.0766,58.5597,0.4267,1.076,0.3783,1.1947,0.0644,4.9881,0.147,0.0
28,1.885,histogram,pid,0,1,0,1.0,153.02,12.4473,293.5928,-6.98,-6.5446,-0.2772,STOP,-0.1745,-0.0895,-0.0132,0.0,0.0,27.1055,16.2366,61.5893,0.4315,1.1113,0.4703,1.1702,0.0515,5.1448,0.1644,39.0997
29,1.9038,histogram,pid,0,1,0,1.0,154.6601,12.4473,296.8729,-5.3399,-6.1832,-0.2263,STOP,-0.1335,-0.0929,0.0,0.0,0.0,59.5508,66.3205,15.0783,0.4517,1.3016,0.444,2.0484,0.0594,5.7431,0.1444,0.0
30,1.9198,histogram,pid,0,1,0,1.0,152.8991,12.4473,293.3509,-7.1009,-6.4585,-0.3071,STOP,-0.1775,-0.0941,-0.0355,0.0,0.0,32.997,18.5839,53.8099,0.4382,1.1618,0.3938,1.1266,0.049,4.3418,0.1411,0.0
31,1.9809,histogram,pid,0,1,0,1.0,153.9155,12.4473,295.3836,-6.0845,-6.3463,-0.2473,STOP,-0.1521,-0.095,-0.0002,0.0,0.0,29.9179,15.4376,64.7767,0.4498,1.0944,0.4586,1.172,0.0585,5.302,0.143,37.9313
32,1.9978,histogram,pid,0,1,0,1.0,153.3455,12.4473,294.2437,-6.6545,-6.4388,-0.2688,STOP,-0.1664,-0.0988,-0.0036,0.0,0.0,31.9422,61.0681,16.3752,0.4614,1.54,0.4506,1.1476,0.0608,5.3544,0.1433,0.0
33,2.0149,histogram,pid,0,1,0,1.0,153.3455,12.4473,294.2437,-6.6545,-6.5035,-0.2688,STOP,-0.1664,-0.0999,-0.0025,0.0,0.0,48.9622,17.66,56.6253,0.4269,1.2241,0.5466,1.7496,0.0537,4.3658,0.1424,0.0
34,2.0769,histogram,pid,0,1,0,1.0,152.2008,12.4473,291.9544,-7.7992,-6.8922,-0.3242,STOP,-0.195,-0.1011,-0.0281,0.0,0.0,30.4288,16.3012,61.3453,0.4263,1.0982,0.3842,1.2884,0.0584,4.4485,0.144,40.5907
35,2.0956,histogram,pid,0,1,0,1.0,152.5569,12.4473,292.6666,-7.4431,-7.0575,-0.309,STOP,-0.1861,-0.1054,-0.0175,0.0,0.0,30.1006,62.4368,16.0162,0.5481,1.1663,0.4519,2.0378,0.0536,6.0909,0.1635,0.0
36,2.1128,histogram,pid,0,1,0,1.0,152.5569,12.4473,292.6666,-7.4431,-7.1731,-0.3051,STOP,-0.1861,-0.1068,-0.0123,0.0,0.0,47.1963,19.274,51.8833,0.454,1.2348,0.4435,1.2344,0.0575,4.7491,0.149,0.0
